210,NH,43.0059,-71.0132
211,NH,43.0059,-71.0132
212,NH,43.0059,-71.0132
213,NH,43.0059,-71.0132
214,NH,43.0059,-71.0132
215,NH,43.0059,-71.0132
401,NY,41.1381,-73.7847
501,NY,40.9223,-72.6371
544,NY,40.9223,-72.6371
1001,MA,42.0702,-72.6227
1002,MA,42.3671,-72.4646
1003,MA,42.3919,-72.5248
1004,MA,42.3845,-72.5132
1005,MA,42.4097,-72.1084
1007,MA,42.2751,-72.411
1008,MA,42.1829,-72.9361
1009,MA,42.2061,-72.3405
1010,MA,42.1165,-72.1885
1011,MA,42.2794,-72.9888
1012,MA,42.3923,-72.8256
1013,MA,42.1596,-72.6082
1014,MA,42.1707,-72.6048
1020,MA,42.1764,-72.5761
1021,MA,42.1707,-72.6048
1022,MA,42.1934,-72.5544
1026,MA,42.4633,-72.9202
1027,MA,42.3683,-72.7688
1028,MA,42.0672,-72.5056
1029,MA,42.1909,-73.0517
1030,MA,42.0718,-72.6751
1031,MA,42.3322,-72.1986
1032,MA,42.4662,-72.8441
1033,MA,42.2557,-72.52
1034,MA,42.1127,-72.952
1035,MA,42.3606,-72.5715
1036,MA,42.0648,-72.4318
1037,MA,42.3479,-72.2253
1038,MA,42.3844,-72.6167
1039,MA,42.3818,-72.7032
1040,MA,42.202,-72.6262
1041,MA,42.1707,-72.6048
1050,MA,42.2653,-72.8733
1053,MA,42.3543,-72.7034
1054,MA,42.4682,-72.4993
1056,MA,42.1728,-72.471
1057,MA,42.101,-72.3196
1059,MA,42.3696,-72.636
1060,MA,42.3223,-72.6313
1061,MA,42.3696,-72.636
1062,MA,42.3219,-72.6928
1063,MA,42.3179,-72.6402
1066,MA,42.4067,-72.6339
1068,MA,42.348,-72.0513
1069,MA,42.1762,-72.3288
1070,MA,42.5144,-72.9183
1071,MA,42.1471,-72.8403
1072,MA,42.482,-72.4213
1073,MA,42.2247,-72.7194
1074,MA,42.376,-72.1494
1075,MA,42.2375,-72.5811
1077,MA,42.0511,-72.7706
1079,MA,42.1929,-72.3296
1080,MA,42.1819,-72.3624
1081,MA,42.0627,-72.2046
1082,MA,42.2618,-72.2583
1083,MA,42.204,-72.1994
1084,MA,42.3903,-72.8709
1085,MA,42.1537,-72.7698
1086,MA,42.1734,-72.848
1088,MA,42.3906,-72.6469
1089,MA,42.1151,-72.6411
1090,MA,42.1707,-72.6048
1092,MA,42.2029,-72.229
1093,MA,42.4427,-72.6525
1094,MA,42.3582,-72.1408
1095,MA,42.1245,-72.4464
1096,MA,42.4085,-72.778
1097,MA,42.1617,-72.8459
1098,MA,42.3843,-72.9314
1101,MA,42.1707,-72.6048
1102,MA,42.1707,-72.6048
1103,MA,42.1029,-72.5887
1104,MA,42.1288,-72.5778
1105,MA,42.0999,-72.5783
1106,MA,42.0507,-72.5676
1107,MA,42.1179,-72.6065
1108,MA,42.0853,-72.5584
1109,MA,42.1145,-72.5543
1111,MA,42.1707,-72.6048
1114,MA,42.1707,-72.6048
1115,MA,42.1029,-72.5916
1116,MA,42.1707,-72.6048
1118,MA,42.0929,-72.5274
1119,MA,42.1247,-72.5121
1128,MA,42.0944,-72.4889
1129,MA,42.1223,-72.4876
1133,MA,42.1707,-72.6048
1138,MA,42.1707,-72.6048
1139,MA,42.1707,-72.6048
1144,MA,42.1018,-72.5915
1151,MA,42.1532,-72.505
1152,MA,42.1707,-72.6048
1195,MA,42.1029,-72.5921
1199,MA,42.1199,-72.605
1201,MA,42.4531,-73.2471
1202,MA,42.3929,-73.2285
1203,MA,42.3929,-73.2285
1220,MA,42.6223,-73.1172
1222,MA,42.0596,-73.3202
1223,MA,42.3594,-73.1203
1224,MA,42.5065,-73.1975
1225,MA,42.5611,-73.158
1226,MA,42.475,-73.1603
1227,MA,42.5161,-73.0929
1229,MA,42.2793,-73.3435
1230,MA,42.1959,-73.3607
1235,MA,42.4298,-73.0724
1236,MA,42.2653,-73.3745
1237,MA,42.5497,-73.2626
1238,MA,42.299,-73.2317
1240,MA,42.3642,-73.2713
1242,MA,42.3386,-73.2509
1243,MA,42.3561,-73.0104
1244,MA,42.1228,-73.254
1245,MA,42.1867,-73.2065
1247,MA,42.6955,-73.08
1252,MA,42.1986,-73.4462
1253,MA,42.1899,-73.0821
1254,MA,42.3784,-73.3645
1255,MA,42.1094,-73.1163
1256,MA,42.577,-73.0233
1257,MA,42.1001,-73.3611
1258,MA,42.1012,-73.4566
1259,MA,42.078,-73.2609
1260,MA,42.2866,-73.3133
1262,MA,42.301,-73.3223
1263,MA,42.3929,-73.2285
1264,MA,42.22,-73.1979
1266,MA,42.3348,-73.3825
1267,MA,42.7089,-73.2036
1270,MA,42.515,-73.0412
1301,MA,42.6013,-72.6236
1302,MA,42.5222,-72.6242
1330,MA,42.5232,-72.811
1331,MA,42.5473,-72.1839
1337,MA,42.6952,-72.5772
1338,MA,42.5736,-72.8213
1339,MA,42.608,-72.8901
1340,MA,42.679,-72.7265
1341,MA,42.5138,-72.7025
1342,MA,42.5406,-72.6072
1343,MA,42.6427,-72.9862
1344,MA,42.6076,-72.4292
1346,MA,42.6853,-72.8391
1347,MA,42.5566,-72.5181
1349,MA,42.5725,-72.4832
1350,MA,42.7215,-72.9762
1351,MA,42.5429,-72.5328
1354,MA,42.6337,-72.5111
1355,MA,42.5146,-72.3062
1360,MA,42.6887,-72.451
1364,MA,42.6129,-72.2924
1366,MA,42.4898,-72.1893
1367,MA,42.6953,-72.9258
1368,MA,42.6722,-72.1964
1369,MA,42.5222,-72.6242
1370,MA,42.6022,-72.7391
1373,MA,42.4756,-72.6153
1375,MA,42.4539,-72.5676
1376,MA,42.5954,-72.5557
1378,MA,42.6671,-72.3397
1379,MA,42.5656,-72.4009
1380,MA,42.5534,-72.3927
1420,MA,42.5796,-71.8031
1430,MA,42.6496,-71.9267
1431,MA,42.6745,-71.8174
1432,MA,42.5591,-71.5788
1433,MA,42.5336,-71.6215
1434,MA,42.5385,-71.6115
1436,MA,42.5936,-72.0646
1438,MA,42.5517,-72.0294
1440,MA,42.574,-71.9898
1441,MA,42.3648,-71.8969
1450,MA,42.6124,-71.5584
1451,MA,42.4986,-71.5753
